PersonX is made a partner  xEffect  [GEN]	is promoted	yes
PersonX says no to a drink  xAttr  [GEN]	strict	yes
PersonX likes both of these examples  xIntent  [GEN]	to think about both examples	yes
PersonX pulls the car over  xAttr  [GEN]	a good driver	yes
PersonX visits with a feeling of reunion  xNeed  [GEN]	to have a connection to someone	yes
PersonX stays for coffee  HinderedBy  [GEN]	PersonX is too busy to stay	yes
PersonX dresses as Batman  xReact  [GEN]	cool	yes
PersonX wants PersonY to know  xAttr  [GEN]	sincere	yes
PersonX agrees to testify against PersonY  xNeed  [GEN]	to be unhappy with PersonY	yes
PersonX is constantly excited  xEffect  [GEN]	becomes a very happy person	yes
"PersonX is ""alone and grumbling""  xReact  [GEN]"	frustrated	yes
PersonX deals with PersonY in person  HinderedBy  [GEN]	PersonX can't find the phone to call PersonY	no
PersonX faces the press  xIntent  [GEN]	to get his story out	yes
PersonX puts away his suitcase  xEffect  [GEN]	has a clean suitcase	no
PersonX’s friend is arrested  xReact  [GEN]	sad	yes
PersonX repairs an appliance  xEffect  [GEN]	is thanked by his boss	yes
PersonX paints a pretty picture  xNeed  [GEN]	to have a good picture	no
PersonX demonstrates a photo  xReact  [GEN]	pleased	yes
PersonX loses his wallet  xEffect  [GEN]	is upset	yes
PersonX found an old picture  HinderedBy  [GEN]	PersonX doesn't know how to use a camera	yes
PersonX posts a note on PersonY's door  HinderedBy  [GEN]	PersonX doesn't have PersonY's key	yes
PersonX goes to the Halloween party  HinderedBy  [GEN]	PersonX can't find his costume	yes
PersonX starts to feel sorry  xEffect  [GEN]	has a crying fit	yes
PersonX speaks calmly to PersonY  xNeed  [GEN]	to be calm	yes
PersonX celebrates PersonY's success  HinderedBy  [GEN]	PersonX is jealous of PersonY	yes
PersonX drives over personY’s toes  xAttr  [GEN]	careless	yes
PersonX types out the proposal  xReact  [GEN]	competent	yes
PersonX spreads the news  xEffect  [GEN]	is famous	no
PersonX thinks about imprisonment  xReact  [GEN]	terrified	yes
PersonX kisses PersonY's mouth  xIntent  [GEN]	to express his love for PersonY	yes
PersonX makes a three-point turn  HinderedBy  [GEN]	PersonX can't find the road	yes
PersonX contributes to household tasks  xWant  [GEN]	to spend more time with his family	yes
PersonX is a big talker  xEffect  [GEN]	is disliked by his peers	yes
PersonX tells PersonY about his son  xAttr  [GEN]	caring	no
PersonX explores PersonY’s body  xIntent  [GEN]	to help PersonY heal	yes
PersonX participates in a talent show  xNeed  [GEN]	to have a talent	yes
PersonX makes a reasonable suggestion  xAttr  [GEN]	smart	yes
PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	polite	yes
PersonX announces his party  xIntent  [GEN]	to be the center of attention	yes
PersonX heads into the room  xReact  [GEN]	confident	yes
PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	PersonX is afraid to ask PersonY to check a ballgame	yes
PersonX is sharp  xIntent  [GEN]	to be the best	yes
PersonX runs 10 miles  xAttr  [GEN]	athletic	yes
PersonX attends an international congress  xReact  [GEN]	excited	yes
PersonX helps PersonY choose a site  xNeed  [GEN]	to be in the mood to help	yes
PersonX looks at PersonY's eyes  xIntent  [GEN]	to see PersonY's eyes	yes
PersonX notices a white butterfly  xEffect  [GEN]	takes the butterfly to her house	yes
PersonX destroys some electronics  xAttr  [GEN]	irresponsible	yes
PersonX bought a cake  xEffect  [GEN]	is happy	yes
PersonX posts it on the Internet  xAttr  [GEN]	witty	yes
PersonX takes an architectural tour  HinderedBy  [GEN]	PersonX is afraid of heights	yes
PersonX recognizes PersonY's wishes  xEffect  [GEN]	agrees to help PersonY	yes
PersonX decides to go to the park  xIntent  [GEN]	to be in nature	yes
PersonX attends class  xIntent  [GEN]	to be healthy	no
PersonX decides to be generous  xIntent  [GEN]	to be kind	yes
PersonX meets two new friends  xAttr  [GEN]	likable	no
PersonX suggests alternative  HinderedBy  [GEN]	PersonX doesn't want to do anything	yes
PersonX agrees to move in with PersonY  xAttr  [GEN]	dependable	yes
PersonX posts on PersonY's journal  xAttr  [GEN]	a good friend	no
PersonX runs on a treadmill  xAttr  [GEN]	fit	yes
PersonX does drugs  xReact  [GEN]	powerful	no
PersonX gets really mad  xEffect  [GEN]	gets a headache	yes
PersonX reads the next chapter  xReact  [GEN]	challenged	yes
PersonX faints in PersonY's presence  xReact  [GEN]	panicked	yes
PersonX does not like to show anger  xAttr  [GEN]	a peaceful person	yes
PersonX kisses PersonY on the cheek  xReact  [GEN]	excited	yes
PersonX cleans up the leaves  xIntent  [GEN]	to make the garden look nice	yes
PersonX adopts a child  HinderedBy  [GEN]	PersonX can't find a baby-sitter	yes
PersonX loses her suitcase  xReact  [GEN]	upset	yes
PersonX reacts to police officer  xWant  [GEN]	to get away from the police officer	yes
PersonX loses her fortune  xWant  [GEN]	to find it	no
PersonX has a nightmare about what PersonY said  xWant  [GEN]	to tell PersonY to stop talking	yes
PersonX tells PersonY to stop  xIntent  [GEN]	to stop PersonY from doing something	yes
PersonX edits PersonY's manuscript  HinderedBy  [GEN]	PersonX is too busy to do it	yes
PersonX avoids taking action  xReact  [GEN]	relaxed	yes
PersonX really loses it  xAttr  [GEN]	crazy	yes
PersonX helps person Y with his work  xIntent  [GEN]	to help person Y	yes
PersonX has a reputation for philanthropy  xWant  [GEN]	to be a philanthropist	yes
PersonX shows PersonY something  xEffect  [GEN]	is thanked by PersonY	yes
PersonX found PersonY annoying  xWant  [GEN]	to leave PersonY	yes
PersonX and PersonY have good chemistry  xReact  [GEN]	excited	yes
PersonX values PersonY’s relationship  xEffect  [GEN]	and PersonY are a couple	yes
"PersonX is voted ""Most Likely to Succeed""  xEffect  [GEN]"	GEN] Description ID Cost Stat (t/min) Weight Effect ID Cost Stat (t/min) Weight Effect ID Cost Stat (t/min) Weight Effect ID	no
PersonX tries to be strong  HinderedBy  [GEN]	"dBy [GEN] by saying  ""But why would you ask me?"",  he says  ""Because you are  . If"	no
PersonX sways PersonY  xReact  [GEN]	yUnmaintainTick xX xY 0.16 0.15 0.06 0.03 0.02 0.01 0.	no
PersonX keeps on trying  HinderedBy  [GEN]	subservient subservient subservient subservient subservient subservient Subservient Subservient[GEN] has to do  in order	no
PersonX heads to a restaurant  xIntent  [GEN]	RNG, KI] & xXIntent  [XINT] head to a pub xIxStr  [EJ][DOUX	no
PersonX is elected to parliament  xReact  [GEN]	][REACTORY ] [RECORD SET] [REACTION]: We do not agree. This is unacceptable![CHEERS] [TAL	no
PersonX helps PersonY realize  xReact  [GEN]	ate xs and x_values for x_a[0]. See also: xReactGenerator.❖ type PersonX * PersonY	no
PersonX arrives early  xIntent  [GEN]	in order to escape xIntent  xIntent [GEN] xIntent [XPRK] says he has an Idea  xIntent xIntent	no
PersonX says something optimistic  HinderedBy  [GEN]	Shen, ̀g ́- ́-A young girl appears when you return to the room with an object. That object will send	no
PersonX gets kicked out of the bathroom  xReact  [GEN]	] [GEN2] __________________ [GEN3] ________________ __________________ The fact is that the main menu has a more complex interface compared to most games available so	no
PersonX laughs happily  xEffect  [GEN]	EN] [XROD_POWER] (Level: 40) The character can perform any action they feel comfortable doing. A character can ignore his	no
PersonX is on the verge of giving up  xAttr  [GEN]	r [NOC] in order to become a proper avatar. You can't just sit at home with your game. Because your stats are not set up for you	no
PersonX moves into a van  xAttr  [GEN]	D. K. P. O. S. M. R. P. S. A. S. D. C.	no
PersonX makes noise with music  xEffect  [GEN]	ency 0.10.1 [GEN] pFrequency 0.5.5 [GEN]... xEffect pFrequency 6.2.0 [GEN] p	no
PersonX folds a sheet of paper  xIntent  [GEN]	TA, fp ( xIndex,  xIntent, xIndex, fp ( xIndex ),  fp ( xIntent, xIndex	no
PersonX starts to read the paper  xReact  [GEN]	] 0x100 0x50 0x10 0x0b 0x17 0x02 0x5b 0x08 0x00 0 xRe	no
PersonX looses his reputation  xEffect  [GEN]	oredExcluding the two characters, the effects will be reduced from half to one.This way, if you change the characters once, they will not have completely	no
PersonX exchanges the dress  xEffect  [GEN]	~~ [ID] ~~ [FATE] ~~ [LAST BEASTS] ~~ [RUNE_NUMBER] 1 ~~ [	no
PersonX gets lost in PersonY’s words  xWant  [GEN]	o go with you xWhat did you do [GEN]Y do xWhat do you do xWhat did you do xNeed  [GEN]Y	no
PersonX tries to entice PersonY  xAttr  [GEN]	"ith a higher power of xAttr (which is the ""one thing for more""). You need to make a strong decision if you want the more power,"	no
PersonX makes a plan to be friendly  xAttr  [GEN]	t including x's current skill)I like this one: Attacking is a bit of a problem for the first two moves. After he comes up with	no
PersonX mows the lawn  xReact  [GEN]	0) xReact_xReact [GEN] xReact (s = 'b' y = 0); // [	no
PersonX made a radical move  HinderedBy  [GEN]	"ulous"" | ༼ つ ◕_◕ ༽つ My opinion!!!! ༼ つ ◕_◕"	no
PersonX takes care of people’s needs  xAttr  [GEN]	KILLS] xAttr xAttr [SITE] xAttr @Thing XAttr xATTr [SPOILERS]	no
PersonX confirms what was seen  xIntent  [GEN]	ASEPHYTERUS'S GEN], I can't talk because of the stress, but I can talk because I can talk xIntent  [GEN	no
PersonX is a dedicated student  HinderedBy  [GEN]	and[T] students (one of five students ). I've seen a lot of people say that what they want to do at first is have no problems or	no
PersonX tries to find out who stole the money  xWant  [GEN]	"[GEN], but he is not convinced because he doesn't know who did this and wants someone else to steal.x Want * [GEN] "" [X],"" ("	no
PersonX wants to be accepted  xIntent  [GEN]	ke care of things. When xIntent == 1 then a value of x = [i2, j2], i_t = the number of words on your	no
PersonX gets in the way of the police  xAttr  [GEN]	1 ) xAttr xAttr  [DESC] (1 ) xAttr xAttr / (2 ) xAttr xAttr	no
PersonX gains a competitive edge  xAttr  [GEN]	n  [MAX] xItem xItems xItem [EX] xSkill xSkill xSkills xSkills xPokedex xSkills xPoked	no
PersonX attempts to pacify  xIntent  [GEN]	xIntent  [GEN] for the specified amount of time. The xIntent can hold a number in any integer value. The user determines if the user	no
PersonX is invited by PersonY to visit  xEffect  [GEN]	]  [CHAT] <Person X> I know I'm not going to go out with PersonY on an empty stomach and take it out with me [2.37	no
PersonX finds the wrong door  xReact  [GEN]	don't even know if you know what you're talking about. xReact  [GEN][GEN] You are the worst type	no
PersonX takes an advanced course  xReact  [GEN]	vel 30 [VIGIN]. All the tests require him to do at least 20 xReact.XReact testWhen XReactor is at	no
PersonX follows his own instincts  xIntent  [GEN]	the other members  xIntent [XINT]. xIntent [XINT] is just a short list  xIntent [XINT]. xIntent [	no
PersonX plans to seduce PersonY  xEffect  [GEN]	s  xx [STOREO] xX [AOSD] xY [AGR] xZ xX [GOD] xY [	no
PersonX speaks too quickly  xAttr  [GEN]	--- Rejection of any response that comes in the middle of a sentence.xAttr xAttr (xName,	no
PersonX begins to understand herself  HinderedBy  [GEN]	N] at how much she wanted to use her own'self-esteem but how easy it was that she didn't and how much she didn't expect us to'know- ing it	no
PersonX carries on a dialog  xWant  [GEN]	ants to play as the X on his phone x Want x's phone x Want x's phone x Want x's phone x x Want x's phone x x x x	no
PersonX gets the kiss  xIntent  [GEN]	e kiss in response to 'X-Ray'  xIntent.xIntent Gets the kiss as expected.  xIntent	no
PersonX has to save PersonY  xAttr  [GEN]	"is the id of ""AttributeX"", or xAttribute (name, attribute, value - 1) + the value xAttr+1. To get"	no
PersonX falls into a routine  xReact  [GEN]	React). This file changes the initial data generated by an xReact module in order to give us the appropriate output of our script.	no
PersonX has his first child  xWant  [GEN]	ts his first female love and now he has six male babies as well. They all have sex with the opposite sex...except him but the only possible sex is against one	no
PersonX goes on a train trip  xReact  [GEN]	I believe he didn't tell anyone, I believe the kid is in the shower *xReact* <xReact>	no
PersonX presents the new candidate  xIntent  [GEN]	PG]1:34PM: So in summary this has the following elements :1:50PM: The first element is  xIntent or	no
PersonX gives up and sleeps  xEffect  [GEN]	ove 2:A:You are now the A:[LEFT][LEFT]	no
PersonX speaks at a club  xAttr  [GEN]	".org> > There is a way of dealing with this problem with my Linux system, it is called ""UniX"" but is actually something different"	no
PersonX buys a cup of tea  xAttr  [GEN]	Attr xAttr xAttr xAttr xAttr xAttr xAttr xAttr xAttr xAtt	no
PersonX cancels a trip to Paris  xAttr  [GEN]	cel the trip a user must first go to another location and send their own personal email. The email sent to their individual Account may contain information about the original sender	no
PersonX's car is out of gas  xReact  [GEN]	s so old you can't drive it. But what if I don't have anything to do with it? So now you buy me an auto loan from	no
PersonX sets up his home PC  xIntent  [GEN]	control his home PCs. While playing Pokémon Go, he can now control his home PCs remotely using the game's command line.Pokémon Go 2:	no
PersonX learns a new thing  xEffect  [GEN]	X to change his value xValue =let xValue = [0] xValue if - 1 then - 1 else 0 xValue else 1Then x	no
PersonX looks cool  xWant  [GEN]	"ing about this, but why did you decide to come down with the project' is not too hard to figure out. Is it because you're ""trying to"	no
PersonX asks PersonY to build a house  xAttr  [GEN]	= None  [PAT] == None  [LOOKUP[TOTAL] == 0]  [LAWTONE[SIZE] == 0]	no
PersonX and PersonY are involved in a surprise battle  xWant  [GEN]	xWant  [GEN] vs (Wanna!) <- Use the game to play against each other. The game shows you who controls the most of everything and gets you to fight back	no
PersonX attends prayer meeting  xEffect  [GEN]	(Goto X) [PST] : I will do it with you now. The God of Light is standing at the entrance of the tomb, surrounded by bloodstained	no
PersonX asks if he can have a cup of coffee  xReact  [GEN]	[GEN] + 1: xReact.xReact. xReact. You walk down the street and you hear a siren. The scene	no
PersonX goes sledding  xIntent  [GEN]	[GEN] xIntent xIntent xIntent xIntent xIntent xIntent xIntent xIntent xIntent	no
PersonX recognizes PersonY as a thief  HinderedBy  [GEN]	"EN] to be thrown away by PersonX, causing HisName to get ""totally"" mangled. You're supposed to grab PersonX, then throw his  at Person"	no
PersonX proclaims PersonY guilty  xEffect  [GEN]	Value xValue x xValue xValue xValue xValue xValue xValue xValue { xName xQuantity xQuantity xQuantity xQuantity xQuantity x	no
PersonX joins the mob  xAttr  [GEN]	"the hell to ask the hell out of his ""Fellow Members""  [STA]  [F] [GEN]  [STA] xAtt"	no
PersonX has a really smart idea  xReact  [GEN]	the XFrame. I used it to make a lot of stuff which I haven't actually used. I also put the.msi files up a bit on Github	no
PersonX slips out of the house  HinderedBy  [GEN]	too close to any real person. This leaves us with a situation where we are at risk if they are not looking after us asap. As an admin we are not	no
PersonX relies on PersonY for advice  xIntent  [GEN]	The ability to control your behavior to your advantage. In practice, it's actually very useful. If you don't really care who is responsible for your behavior,	no
PersonX starts a new political party  xReact  [GEN]	http://wiki.teamliquid.net/wiki/Changelog [GEN] : Official name for xReact is Changelog_102829.	no
PersonX realizes she is attracted to PersonY  xWant  [GEN]	[GEN] : x (not at all) x <-- (not at all) y (not at all) y is not a person?? : y (not at	no
